Accident ID ,Type,Date,Speed,P Minor Injuries,P Serious Injuries,P Death Injuries,P Moderate Injuries,Road Lane,Road Surface, Vehicle Nationality,Class of License,Road Type,Lighting,Weather,Road Characteristics,Driver Fault,Governorate,Vehicle Category,Date of Accident,Number of Vehicles,Age of Driver, Gender
1524138,صدم,3/1/2017 12:17,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,شحن,3/1/2017 12:17,2,22,ذكر
1524138,صدم,3/1/2017 12:17,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/1/2017 12:17,2,18,ذكر
1525351,صدم,6/1/2017 14:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/1/2017 14:14,2,29,انثى
1525351,صدم,6/1/2017 14:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/1/2017 14:14,2,21,ذكر
1527480,صدم,11/1/2017 15:13,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/1/2017 15:13,2,38,ذكر
1527480,صدم,11/1/2017 15:13,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,ركوب متوسطة,11/1/2017 15:13,2,41,ذكر
1530984,صدم,1/18/2017 14:38,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/18/2017 14:38,2,24,انثى
1530984,صدم,1/18/2017 14:38,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/18/2017 14:38,2,77,ذكر
1533443,صدم,1/19/2017 19:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/19/2017 19:14,2,41,انثى
1533443,صدم,1/19/2017 19:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/19/2017 19:14,2,45,ذكر
1534021,صدم,1/22/2017 7:55,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ+ب),إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,ركوب متوسطة,1/22/2017 7:55,2,61,ذكر
1534021,صدم,1/22/2017 7:55,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/22/2017 7:55,2,26,انثى
1534411,صدم,1/22/2017 18:07,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مرتقي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/22/2017 18:07,2,32,ذكر
1534411,صدم,1/22/2017 18:07,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مرتقي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/22/2017 18:07,2,22,ذكر
1534657,صدم,1/23/2017 12:50,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 12:50,2,44,ذكر
1534657,صدم,1/23/2017 12:50,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,0,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 12:50,2,40,
1534791,صدم,1/23/2017 17:20,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:20,2,40,انثى
1534791,صدم,1/23/2017 17:20,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:20,2,25,ذكر
1534793,صدم,1/23/2017 17:23,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:23,2,26,ذكر
1534793,صدم,1/23/2017 17:23,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:23,2,20,ذكر
1534806,صدم,1/23/2017 17:52,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:52,2,21,ذكر
1534806,صدم,1/23/2017 17:52,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/23/2017 17:52,2,22,ذكر
1534848,صدم,1/24/2017 9:00,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/24/2017 9:00,2,40,ذكر
1534848,صدم,1/24/2017 9:00,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,نقل مشترك,1/24/2017 9:00,2,54,ذكر
1537120,صدم,1/26/2017 22:54,40,0,0,0,0,اتجاه واحد,مبتل,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/26/2017 22:54,2,49,ذكر
1537120,صدم,1/26/2017 22:54,40,0,0,0,0,اتجاه واحد,مبتل,الأردن,فئة ثالثة اتوماتيك,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/26/2017 22:54,2,20,ذكر
1537652,صدم,1/28/2017 16:26,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/28/2017 16:26,2,50,ذكر
1537652,صدم,1/28/2017 16:26,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,شحن,1/28/2017 16:26,2,46,ذكر
1538207,صدم,1/29/2017 20:02,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم منحدر,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/29/2017 20:02,1,42,ذكر
1539376,صدم,1/30/2017 12:15,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/30/2017 12:15,2,42,ذكر
1539376,صدم,1/30/2017 12:15,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/30/2017 12:15,2,33,ذكر
1539940,صدم,1/31/2017 17:58,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,مطر,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/31/2017 17:58,2,25,ذكر
1539940,صدم,1/31/2017 17:58,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,مطر,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/31/2017 17:58,2,24,ذكر
1541123,صدم,6/2/2017 7:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/2/2017 7:00,3,23,ذكر
1541123,صدم,6/2/2017 7:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/2/2017 7:00,3,29,ذكر
1541123,صدم,6/2/2017 7:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/2/2017 7:00,3,29,ذكر
1544587,صدم,7/2/2017 17:01,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/2/2017 17:01,2,37,انثى
1544587,صدم,7/2/2017 17:01,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/2/2017 17:01,2,46,ذكر
1547192,صدم,12/2/2017 9:25,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/2/2017 9:25,3,48,ذكر
1547192,صدم,12/2/2017 9:25,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/2/2017 9:25,3,29,ذكر
1547192,صدم,12/2/2017 9:25,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/2/2017 9:25,3,60,ذكر
1547201,صدم,12/2/2017 9:36,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة سادسة (أ+ب),إسفلتي,نهار,مطر,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/2/2017 9:36,2,51,ذكر
1547201,صدم,12/2/2017 9:36,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة خامسة,إسفلتي,نهار,مطر,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/2/2017 9:36,2,49,ذكر
1548007,صدم,2/14/2017 7:55,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/14/2017 7:55,2,43,ذكر
1548007,صدم,2/14/2017 7:55,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/14/2017 7:55,2,34,ذكر
1551577,صدم,2/23/2017 15:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 15:00,2,22,ذكر
1551577,صدم,2/23/2017 15:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مرتقي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 15:00,2,26,ذكر
1551745,صدم,2/23/2017 19:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 19:44,2,22,ذكر
1551745,صدم,2/23/2017 19:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 19:44,2,29,ذكر
1551749,صدم,2/23/2017 19:58,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 19:58,3,32,ذكر
1551749,صدم,2/23/2017 19:58,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 19:58,3,54,ذكر
1551749,صدم,2/23/2017 19:58,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/23/2017 19:58,3,34,ذكر
1555015,صدم,1/3/2017 18:03,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,مطر,مستقيم منحدر,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/3/2017 18:03,2,57,انثى
1555015,صدم,1/3/2017 18:03,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,مطر,مستقيم منحدر,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/3/2017 18:03,2,18,انثى
1555547,صدم,3/3/2017 0:25,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/3/2017 0:25,2,20,ذكر
1555547,صدم,3/3/2017 0:25,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/3/2017 0:25,2,29,ذكر
1555761,صدم,3/3/2017 23:12,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/3/2017 23:12,2,22,ذكر
1555761,صدم,3/3/2017 23:12,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/3/2017 23:12,2,27,ذكر
1555925,صدم,4/3/2017 15:16,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/3/2017 15:16,2,38,ذكر
1555925,صدم,4/3/2017 15:16,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,السعوديه,0,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/3/2017 15:16,2,23,ذكر
1557369,صدم,8/3/2017 10:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/3/2017 10:44,2,23,ذكر
1557369,صدم,8/3/2017 10:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/3/2017 10:44,2,27,ذكر
1559693,صدم,9/3/2017 9:39,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/3/2017 9:39,2,45,ذكر
1559693,صدم,9/3/2017 9:39,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/3/2017 9:39,2,26,ذكر
1563438,صدم,3/16/2017 19:07,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/16/2017 19:07,2,43,ذكر
1563438,صدم,3/16/2017 19:07,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,شحن,3/16/2017 19:07,2,26,ذكر
1564090,صدم,3/18/2017 22:35,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/18/2017 22:35,2,33,ذكر
1564090,صدم,3/18/2017 22:35,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/18/2017 22:35,2,27,ذكر
1564094,صدم,3/18/2017 22:54,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/18/2017 22:54,2,23,ذكر
1564094,صدم,3/18/2017 22:54,40,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة خامسة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/18/2017 22:54,2,33,ذكر
1564869,صدم,3/21/2017 12:05,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (ب),إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/21/2017 12:05,2,36,ذكر
1564869,صدم,3/21/2017 12:05,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/21/2017 12:05,2,43,ذكر
1566643,صدم,3/25/2017 20:55,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/25/2017 20:55,2,45,انثى
1566643,صدم,3/25/2017 20:55,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,نقل مشترك,3/25/2017 20:55,2,24,ذكر
1566658,صدم,3/25/2017 21:40,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/25/2017 21:40,2,32,انثى
1566658,صدم,3/25/2017 21:40,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,0,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/25/2017 21:40,2,25,ذكر
1566696,صدم,3/26/2017 7:10,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/26/2017 7:10,2,46,ذكر
1566696,صدم,3/26/2017 7:10,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/26/2017 7:10,2,62,ذكر
1569575,صدم,2/4/2017 15:01,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,شحن,2/4/2017 15:01,2,53,ذكر
1569575,صدم,2/4/2017 15:01,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/4/2017 15:01,2,25,انثى
1569637,صدم,2/4/2017 12:48,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/4/2017 12:48,2,30,ذكر
1569637,صدم,2/4/2017 12:48,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/4/2017 12:48,2,24,ذكر
1570134,صدم,3/4/2017 17:16,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/4/2017 17:16,2,34,ذكر
1570134,صدم,3/4/2017 17:16,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/4/2017 17:16,2,48,ذكر
1571387,صدم,6/4/2017 12:57,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,فتح باب المركبة من الجوانب أو الخلف أثناء سيرها,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/4/2017 12:57,2,48,ذكر
1571387,صدم,6/4/2017 12:57,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/4/2017 12:57,2,46,انثى
1571522,صدم,6/4/2017 16:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/4/2017 16:23,2,33,انثى
