Accident ID ,Type,Date,Speed,P Minor Injuries,P Serious Injuries,P Death Injuries,P Moderate Injuries,Road Lane,Road Surface, Vehicle Nationality,Class of License,Road Type,Lighting,Weather,Road Characteristics,Driver Fault,Governorate,Vehicle Category,Date of Accident,Number of Vehicles,Age of Driver, Gender
2458221,صدم,7/22/2021 4:37,60,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,دراجة آلية,7/22/2021 4:37,2,28,ذكر
2459075,صدم,7/24/2021 12:24,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/24/2021 12:24,2,38,ذكر
2459075,صدم,7/24/2021 12:24,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/24/2021 12:24,2,38,ذكر
2459087,صدم,7/24/2021 12:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/24/2021 12:44,2,25,ذكر
2459087,صدم,7/24/2021 12:44,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,نقل مشترك,7/24/2021 12:44,2,69,ذكر
2460944,صدم,7/25/2021 21:42,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/25/2021 21:42,2,22,
2460944,صدم,7/25/2021 21:42,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/25/2021 21:42,2,51,ذكر
2463568,صدم,7/30/2021 21:23,70,4,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/30/2021 21:23,5,,ذكر
2463568,صدم,7/30/2021 21:23,70,4,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/30/2021 21:23,5,47,ذكر
2463568,صدم,7/30/2021 21:23,70,4,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/30/2021 21:23,5,40,انثى
2463568,صدم,7/30/2021 21:23,70,4,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/30/2021 21:23,5,,ذكر
2463568,صدم,7/30/2021 21:23,70,4,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/30/2021 21:23,5,36,ذكر
2463688,صدم,7/31/2021 10:21,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/31/2021 10:21,2,28,ذكر
2463688,صدم,7/31/2021 10:21,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/31/2021 10:21,2,31,ذكر
2463893,صدم,7/31/2021 16:15,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/31/2021 16:15,2,,انثى
2463893,صدم,7/31/2021 16:15,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/31/2021 16:15,2,30,ذكر
2464445,صدم,1/8/2021 15:29,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم التقيد بشاخصة قف,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/8/2021 15:29,2,37,ذكر
2464445,صدم,1/8/2021 15:29,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/8/2021 15:29,2,30,ذكر
2464972,صدم,2/8/2021 13:51,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/8/2021 13:51,2,31,ذكر
2464972,صدم,2/8/2021 13:51,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,2/8/2021 13:51,2,32,ذكر
2465370,صدم,3/8/2021 6:59,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/8/2021 6:59,2,,ذكر
2465370,صدم,3/8/2021 6:59,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ),إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,ركوب متوسطة,3/8/2021 6:59,2,43,ذكر
2465414,صدم,3/8/2021 9:34,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/8/2021 9:34,2,32,ذكر
2465414,صدم,3/8/2021 9:34,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,السعوديه,غير معرف /سائق مجهول,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/8/2021 9:34,2,121,ذكر
2465632,صدم,3/8/2021 15:33,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/8/2021 15:33,2,39,ذكر
2465632,صدم,3/8/2021 15:33,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم تقيد السائق بعلامات الطريق الارضية,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/8/2021 15:33,2,60,ذكر
2468071,صدم,8/8/2021 12:34,70,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/8/2021 12:34,2,32,انثى
2468071,صدم,8/8/2021 12:34,70,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,شحن,8/8/2021 12:34,2,49,ذكر
2468220,صدم,8/8/2021 18:41,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/8/2021 18:41,2,40,ذكر
2468220,صدم,8/8/2021 18:41,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/8/2021 18:41,2,,ذكر
2468468,صدم,11/8/2021 9:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/8/2021 9:00,2,46,ذكر
2468468,صدم,11/8/2021 9:00,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/8/2021 9:00,2,46,ذكر
2468538,صدم,9/8/2021 9:39,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ+ب),إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/8/2021 9:39,3,49,ذكر
2468538,صدم,9/8/2021 9:39,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/8/2021 9:39,3,46,ذكر
2468538,صدم,9/8/2021 9:39,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/8/2021 9:39,3,69,ذكر
2468718,صدم,9/8/2021 15:02,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/8/2021 15:02,2,51,ذكر
2468718,صدم,9/8/2021 15:02,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,شحن,9/8/2021 15:02,2,30,ذكر
2470461,صدم,12/8/2021 20:25,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/8/2021 20:25,2,30,انثى
2470461,صدم,12/8/2021 20:25,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/8/2021 20:25,2,51,انثى
2473669,صدم,8/18/2021 21:56,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/18/2021 21:56,3,32,ذكر
2473669,صدم,8/18/2021 21:56,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/18/2021 21:56,3,20,
2473669,صدم,8/18/2021 21:56,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,شحن,8/18/2021 21:56,3,33,ذكر
2475015,صدم,8/21/2021 20:53,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/21/2021 20:53,2,36,ذكر
2475015,صدم,8/21/2021 20:53,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/21/2021 20:53,2,32,ذكر
2478543,صدم,8/28/2021 10:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,شحن,8/28/2021 10:14,2,36,ذكر
2478543,صدم,8/28/2021 10:14,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,0,إسفلتي,نهار,صافي,مستقيم مستوي,0,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/28/2021 10:14,2,,
2478728,صدم,8/28/2021 15:30,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/28/2021 15:30,2,22,ذكر
2478728,صدم,8/28/2021 15:30,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/28/2021 15:30,2,56,انثى
2480449,صدم,8/31/2021 16:55,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/31/2021 16:55,3,29,ذكر
2480449,صدم,8/31/2021 16:55,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/31/2021 16:55,3,24,ذكر
2480449,صدم,8/31/2021 16:55,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/31/2021 16:55,3,24,انثى
2480472,صدم,8/31/2021 17:39,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/31/2021 17:39,2,36,ذكر
2480472,صدم,8/31/2021 17:39,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/31/2021 17:39,2,,ذكر
2480953,صدم,1/9/2021 15:42,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/9/2021 15:42,2,30,ذكر
2480953,صدم,1/9/2021 15:42,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,اتخاذ السائق لمسرب خاطئ,محافظة العاصمة عمان,نقل مشترك,1/9/2021 15:42,2,54,ذكر
2482622,صدم,4/9/2021 20:32,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/9/2021 20:32,2,31,ذكر
2482622,صدم,4/9/2021 20:32,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/9/2021 20:32,2,,ذكر
2483159,صدم,5/9/2021 17:51,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/9/2021 17:51,2,22,ذكر
2483159,صدم,5/9/2021 17:51,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/9/2021 17:51,2,35,انثى
2484123,صدم,7/9/2021 14:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/9/2021 14:23,2,22,
2484123,صدم,7/9/2021 14:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/9/2021 14:23,2,28,ذكر
2484344,صدم,7/9/2021 20:32,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,0,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/9/2021 20:32,2,28,
2484344,صدم,7/9/2021 20:32,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/9/2021 20:32,2,61,ذكر
2484658,صدم,8/9/2021 14:50,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/9/2021 14:50,2,33,ذكر
2484658,صدم,8/9/2021 14:50,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/9/2021 14:50,2,31,ذكر
2485142,صدم,9/9/2021 10:51,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة سادسة (أ),إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/9/2021 10:51,2,29,ذكر
2485142,صدم,9/9/2021 10:51,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/9/2021 10:51,2,64,ذكر
2486449,صدم,11/9/2021 20:32,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/9/2021 20:32,1,32,ذكر
2486793,صدم,12/9/2021 14:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/9/2021 14:23,2,26,انثى
2486793,صدم,12/9/2021 14:23,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/9/2021 14:23,2,28,ذكر
2487775,صدم,9/14/2021 10:50,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/14/2021 10:50,2,39,ذكر
2487775,صدم,9/14/2021 10:50,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,نقل مشترك,9/14/2021 10:50,2,47,ذكر
2491834,صدم,9/21/2021 20:38,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/21/2021 20:38,2,30,ذكر
2491834,صدم,9/21/2021 20:38,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/21/2021 20:38,2,35,ذكر
2491988,صدم,9/22/2021 9:39,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/22/2021 9:39,2,53,ذكر
2491988,صدم,9/22/2021 9:39,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,نقل مشترك,9/22/2021 9:39,2,51,ذكر
2492385,صدم,9/22/2021 21:36,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/22/2021 21:36,3,25,
2492385,صدم,9/22/2021 21:36,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/22/2021 21:36,3,21,
2492385,صدم,9/22/2021 21:36,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,شحن,9/22/2021 21:36,3,36,ذكر
2492387,صدم,9/22/2021 21:51,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/22/2021 21:51,2,32,ذكر
2492387,صدم,9/22/2021 21:51,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/22/2021 21:51,2,42,ذكر
2492462,صدم,9/23/2021 8:10,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 8:10,2,29,ذكر
2492462,صدم,9/23/2021 8:10,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,الدوران في منتصف الطريق المؤدي إلى تعطيل حركة السير,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 8:10,2,,ذكر
2492479,صدم,9/23/2021 8:57,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 8:57,2,37,ذكر
2492479,صدم,9/23/2021 8:57,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 8:57,2,47,انثى
2492484,صدم,9/23/2021 9:10,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 9:10,2,44,ذكر
2492484,صدم,9/23/2021 9:10,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 9:10,2,28,انثى
2492606,صدم,9/23/2021 13:24,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الأمن,محافظة العاصمة عمان,سيارة ركوب صغيرة,9/23/2021 13:24,2,60,انثى
